"","value","Class"
"345",0.943535037704616,"4322A"
"346",0.851902875839504,"4322B"
"347",0.848565121412804,"4329A"
"348",0.69769324160259,"4329B"
"349",0.943952515325484,"4331Z"
"350",0.899268389375428,"4332A"
"351",0.838288993218571,"4332B"
"352",0.735146022155086,"4332C"
"353",0.925959588897434,"4333Z"
"354",0.95427064745519,"4334Z"
"355",0.766904560299988,"4339Z"
"356",0.928092042186002,"4391A"
"357",0.934758269720102,"4391B"
"358",0.896551724137931,"4399A"
"359",0.774309723889556,"4399B"
"360",0.929188134132832,"4399C"
"361",0.65496049165935,"4399D"
"362",0.63231850117096,"4399E"
"363",0.946271816049972,"4511Z"
"364",0.412408759124088,"4519Z"
"365",0.928821186414911,"4520A"
"366",0.42489851150203,"4520B"
"367",0.726063829787234,"4531Z"
"368",0.835762876579203,"4532Z"
"369",0.797369994022714,"4540Z"
"370",0.427046263345196,"4611Z"
"371",0.25,"4612A"
"372",0.284210526315789,"4612B"
"373",0.56678281068525,"4613Z"
"374",0.367058823529412,"4614Z"
"375",0.380228136882129,"4615Z"
"376",0.486486486486486,"4616Z"
"377",0.511111111111111,"4617A"
"378",0.669144981412639,"4617B"
"379",0.378801042571677,"4618Z"
"380",0.65979381443299,"4619A"
"381",0.925622089949346,"4619B"
"382",0.713436385255648,"4621Z"
"383",0.555555555555556,"4622Z"
"384",0.721556886227545,"4623Z"
"385",0.682926829268293,"4624Z"
"386",0.717830351990768,"4631Z"
"387",0.65974025974026,"4632A"
"388",0.363636363636364,"4632B"
"389",0.590909090909091,"4632C"
"390",0.546153846153846,"4633Z"
"391",0.77821495133568,"4634Z"
"392",0.571428571428571,"4635Z"
"393",0.544642857142857,"4636Z"
"394",0.579945799457995,"4637Z"
"395",0.666666666666667,"4638A"
"396",0.32486388384755,"4638B"
"397",0.533834586466165,"4639A"
"398",0.603371783496007,"4639B"
"399",0.566096423017107,"4641Z"
"400",0.560587515299878,"4642Z"
"401",0.46677471636953,"4643Z"
"402",0.539094650205761,"4644Z"
"403",0.623339658444023,"4645Z"
"404",0.621026894865526,"4646Z"
"405",0.48501872659176,"4647Z"
"406",0.450980392156863,"4648Z"
"407",0.352205005959476,"4649Z"
"408",0.571550619393422,"4651Z"
"409",0.538177988414955,"4652Z"
"410",0.637653736991485,"4661Z"
"411",0.527331189710611,"4662Z"
"412",0.44804318488529,"4663Z"
"413",0.448275862068965,"4664Z"
"414",0.469453376205788,"4665Z"
"415",0.537005163511188,"4666Z"
"416",0.678686413393432,"4669A"
"417",0.564549180327869,"4669B"
"418",0.460126219162364,"4669C"
"419",0.637931034482759,"4671Z"
"420",0.564516129032258,"4672Z"
"421",0.716321009918846,"4673A"
"422",0.580645161290323,"4673B"
"423",0.616144975288303,"4674A"
"424",0.678762006403415,"4674B"
"425",0.614197530864198,"4675Z"
"426",0.409638554216867,"4676Z"
"427",0.687074829931973,"4677Z"
"428",0.640529467381027,"4690Z"
"429",0.902374670184696,"4711A"
"430",0.825856627592426,"4711B"
"431",0.724137931034483,"4711C"
"432",0.946319018404908,"4711D"
"433",0.476190476190476,"4711E"
"434",0.856687898089172,"4711F"
"435",0.634920634920635,"4719A"
"436",0.631662436548223,"4719B"
"437",0.732944458534111,"4721Z"
"438",0.876845298281092,"4722Z"
"439",0.748646558391338,"4723Z"
"440",0.721324095458045,"4724Z"
"441",0.745098039215686,"4725Z"
"442",0.774946004319654,"4726Z"
"443",0.58054447719785,"4729Z"
"444",0.918635170603675,"4730Z"
"445",0.717792655711098,"4741Z"
"446",0.753271028037383,"4742Z"
"447",0.570841889117043,"4743Z"
"448",0.708878669968164,"4751Z"
"449",0.478618421052632,"4752A"
"450",0.543147208121827,"4752B"
"451",0.570694087403599,"4753Z"
"452",0.669165885660731,"4754Z"
"453",0.758042503411971,"4759A"
"454",0.592946058091286,"4759B"
"455",0.732558139534884,"4761Z"
"456",0.748339483394834,"4762Z"
"457",0.542124542124542,"4763Z"
"458",0.743787847149718,"4764Z"
"459",0.720364741641337,"4765Z"
"460",0.862006299975769,"4771Z"
"461",0.89039978243133,"4772A"
"462",0.780383795309168,"4772B"
"463",0.910866910866911,"4773Z"
"464",0.840923268870867,"4774Z"
"465",0.767667436489607,"4775Z"
"466",0.863428500803362,"4776Z"
"467",0.76038338658147,"4777Z"
"468",0.91500904159132,"4778A"
"469",0.812736103615758,"4778B"
"470",0.638293765682301,"4778C"
"471",0.77793981174599,"4779Z"
"472",0.752377410614674,"4781Z"
"473",0.749198203976908,"4782Z"
"474",0.762150296099653,"4789Z"
"475",0.894531531142491,"4791A"
"476",0.657595645910037,"4791B"
"477",0.971209434980344,"4799A"
"478",0.326977401129944,"4799B"
"479",0.984924623115578,"4910Z"
"480",0.890243902439024,"4920Z"
"481",0.697647058823529,"4931Z"
"482",0.971902937420179,"4932Z"
"483",0.603703703703704,"4939A"
"484",0.670639219934995,"4939B"
"485",0.75,"4939C"
"486",0.833642027277319,"4941A"
"487",0.811887132279368,"4941B"
"488",0.354679802955665,"4941C"
"489",0.852791878172589,"4942Z"
"490",0.368421052631579,"4950Z"
"491",0.746858168761221,"5010Z"
"492",0.560439560439561,"5020Z"
"493",0.654377880184332,"5030Z"
"494",0.846153846153846,"5040Z"
"495",0.854625550660793,"5110Z"
"496",0.430769230769231,"5121Z"
"497",0.408602150537634,"5210A"
"498",0.831613093482748,"5210B"
"499",0.848729076255425,"5221Z"
"500",0.475247524752475,"5222Z"
"501",0.62962962962963,"5223Z"
"502",0.712328767123288,"5224A"
"503",0.758938869665513,"5224B"
"504",0.678642714570858,"5229A"
"505",0.803283328615907,"5229B"
"506",0.981412639405204,"5310Z"
"507",0.986923301106198,"5320Z"
"508",0.854282536151279,"5510Z"
"509",0.874525616698292,"5520Z"
"510",0.88404868673927,"5530Z"
"511",0.795539033457249,"5590Z"
"512",0.892514341681825,"5610A"
"513",0.784982935153584,"5610B"
"514",0.915706301792253,"5610C"
"515",0.906848711737503,"5621Z"
"516",0.919943820224719,"5629A"
"517",0.957214765100671,"5629B"
"518",0.901760600062506,"5630Z"
"519",0.880797572605115,"5811Z"
"520",0.838709677419355,"5812Z"
"521",0.875991649269311,"5813Z"
"522",0.933514739229025,"5814Z"
"523",0.372716199756395,"5819Z"
"524",0.663139329805996,"5821Z"
"525",0.315521628498728,"5829A"
"526",0.694610778443114,"5829B"
"527",0.660727013542409,"5829C"
"528",0.846259655062956,"5911A"
"529",0.777832431546155,"5911B"
"530",0.762546816479401,"5911C"
"531",0.784928027095682,"5912Z"
"532",0.53968253968254,"5913A"
"533",0.32,"5913B"
"534",0.832826747720365,"5914Z"
"535",0.857197185776764,"5920Z"
"536",0.769230769230769,"6010Z"
"537",0.5,"6020A"
"538",0.571428571428572,"6020B"
"539",0.596531791907515,"6110Z"
"540",0.373493975903614,"6120Z"
"541",0.347826086956522,"6130Z"
"542",0.63495145631068,"6190Z"
"543",0.897710398176607,"6201Z"
"544",0.865173716708137,"6202A"
"545",0.884473197781885,"6202B"
"546",0.462732919254658,"6203Z"
"547",0.69804441498177,"6209Z"
"548",0.601636661211129,"6311Z"
"549",0.642408490361707,"6312Z"
"550",0.615071283095723,"6391Z"
"551",0.561027837259101,"6399Z"
"552",0.461538461538462,"6411Z"
"553",0.934615384615385,"6419Z"
"554",0.784213475276649,"6420Z"
"555",0.507375949932946,"6430Z"
"556",0.727272727272727,"6491Z"
"557",0.499402628434886,"6492Z"
"558",0.667307692307692,"6499Z"
"559",0.797101449275362,"6511Z"
"560",0.912513842746401,"6512Z"
"561",0.382978723404255,"6520Z"
"562",0.4,"6530Z"
"563",0.25,"6611Z"
"564",0.430176565008026,"6612Z"
"565",0.885448067963826,"6619A"
"566",0.840999734113268,"6619B"
"567",0.833876221498371,"6621Z"
"568",0.950578086623135,"6622Z"
"569",0.587360594795539,"6629Z"
"570",0.62200864968765,"6630Z"
"571",0.808324077862863,"6810Z"
"572",0.972997373604728,"6820A"
"573",0.956995353495229,"6820B"
"574",0.946263393462634,"6831Z"
"575",0.596681557115507,"6832A"
"576",0.693511156706848,"6832B"
"577",0.986601588668772,"6910Z"
"578",0.967807869187532,"6920Z"
"579",0.611620391743059,"7010Z"
"580",0.921961562136653,"7021Z"
"581",0.909306851639303,"7022Z"
"582",0.934447983014862,"7111Z"
"583",0.908717948717949,"7112A"
"584",0.829951111521077,"7112B"
"585",0.957171991842284,"7120A"
"586",0.786818851251841,"7120B"
"587",0.552995391705069,"7211Z"
"588",0.792908944399678,"7219Z"
"589",0.946454413892909,"7220Z"
"590",0.757603427688418,"7311Z"
"591",0.7626953125,"7312Z"
"592",0.810900082576383,"7320Z"
"593",0.898063009528575,"7410Z"
"594",0.961533052039381,"7420Z"
"595",0.977025725684413,"7430Z"
"596",0.758572671888599,"7490A"
"597",0.733722563003474,"7490B"
"598",0.97702979304071,"7500Z"
"599",0.890078328981723,"7711A"
"600",0.911890504704876,"7711B"
"601",0.637889688249401,"7712Z"
"602",0.76557032890133,"7721Z"
"603",0.66,"7722Z"
"604",0.696356275303644,"7729Z"
"605",0.720682302771855,"7731Z"
"606",0.779559118236473,"7732Z"
"607",0.508108108108108,"7733Z"
"608",0.684210526315789,"7734Z"
"609",0.780082987551867,"7735Z"
"610",0.912797485406376,"7739Z"
"611",0.611280487804878,"7740Z"
"612",0.632713026444662,"7810Z"
"613",0.970559689420899,"7820Z"
"614",0.739348370927318,"7830Z"
"615",0.851926977687627,"7911Z"
"616",0.759136212624585,"7912Z"
"617",0.851617995264404,"7990Z"
"618",0.913944112331433,"8010Z"
"619",0.546454095656954,"8020Z"
"620",0.917030567685589,"8030Z"
"621",0.846303501945525,"8110Z"
"622",0.917407917330569,"8121Z"
"623",0.811242603550296,"8122Z"
"624",0.93122597180692,"8129A"
"625",0.635774788241156,"8129B"
"626",0.917812890758213,"8130Z"
"627",0.757223180983132,"8211Z"
"628",0.844024996811631,"8219Z"
"629",0.806173399909215,"8220Z"
"630",0.795755045233125,"8230Z"
"631",0.828752642706131,"8291Z"
"632",0.672289156626506,"8292Z"
"633",0.567074272634179,"8299Z"
"634",0.997219647822057,"8411Z"
"635",0.979351032448378,"8412Z"
"636",0.883495145631068,"8413Z"
"637",0.5,"8422Z"
"638",0.413793103448276,"8423Z"
"639",0.5,"8424Z"
"640",0.3,"8425Z"
"641",0.951724137931035,"8430A"
"642",0.913621262458472,"8430B"
"643",0.96969696969697,"8430C"
"644",0.654545454545455,"8510Z"
"645",0.690690690690691,"8520Z"
"646",0.635135135135135,"8531Z"
"647",0.940520446096654,"8532Z"
"648",0.409090909090909,"8541Z"
"649",0.966981914717106,"8542Z"
"650",0.942680828339168,"8551Z"
"651",0.931057936066283,"8552Z"
"652",0.947109471094711,"8553Z"
"653",0.801900924634537,"8559A"
"654",0.893307382669085,"8559B"
"655",0.82572347266881,"8560Z"
"656",0.694942903752039,"8610Z"
"657",0.978143465277337,"8621Z"
"658",0.944919603147451,"8622A"
"659",0.904135338345865,"8622B"
"660",0.96526448224933,"8622C"
"661",0.990790766208251,"8623Z"
"662",0.95197848636189,"8690A"
"663",0.944111776447106,"8690B"
"664",0.5,"8690C"
"665",0.994908718443092,"8690D"
"666",0.992971517642058,"8690E"
"667",0.944853658969489,"8690F"
"668",0.808664259927798,"8710A"
"669",0.811188811188811,"8710B"
"670",0.724137931034483,"8710C"
"671",0.777777777777778,"8720A"
"672",0.444444444444444,"8720B"
"673",0.770538243626062,"8730A"
"674",0.54054054054054,"8730B"
"675",0.74468085106383,"8790A"
"676",0.848684210526316,"8790B"
"677",0.872418338948294,"8810A"
"678",0.579075425790754,"8810B"
"679",0.758364312267658,"8810C"
"680",0.961028838659392,"8891A"
"681",0.669172932330827,"8891B"
"682",0.880879657910812,"8899A"
"683",0.755420412480169,"8899B"
"684",0.82979130767758,"9001Z"
"685",0.793192523932533,"9002Z"
"686",0.945710798787449,"9003A"
"687",0.876803153839262,"9003B"
"688",0.623376623376623,"9004Z"
"689",0.856209150326797,"9101Z"
"690",0.477732793522267,"9102Z"
"691",0.47940074906367,"9103Z"
"692",0.537313432835821,"9104Z"
"693",0.633663366336634,"9200Z"
"694",0.649452269170579,"9311Z"
"695",0.848545414168332,"9312Z"
"696",0.823478636167458,"9313Z"
"697",0.802443522360535,"9319Z"
"698",0.772334293948127,"9321Z"
"699",0.887769784172662,"9329Z"
"700",0.640826873385013,"9411Z"
"701",0.503987240829346,"9412Z"
"702",0.914285714285714,"9420Z"
"703",0.799325463743676,"9491Z"
"704",0.634146341463415,"9492Z"
"705",0.778803560339474,"9499Z"
"706",0.866246266179887,"9511Z"
"707",0.826684107259647,"9512Z"
"708",0.670854271356784,"9521Z"
"709",0.744186046511628,"9522Z"
"710",0.923913043478261,"9523Z"
"711",0.757917337627483,"9524Z"
"712",0.803088803088803,"9525Z"
"713",0.848738888487389,"9529Z"
"714",0.533333333333333,"9601A"
"715",0.947733333333333,"9601B"
"716",0.988039846360428,"9602A"
"717",0.971000471335367,"9602B"
"718",0.947207345065034,"9603Z"
"719",0.893157620430348,"9604Z"
"720",0.901763568096484,"9609Z"
"721",0.851063829787234,"9900Z"
